type,key,value,reliability,validity,details
activity_flows,192.168.111.19,5,1,"[""2023-03-10 18:25:22"",""2023-03-10 18:25:22""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.111.19,21600,1,"[""2023-03-10 18:25:22"",""2023-03-10 18:25:22""]","{""src"": ""ip_activity""}"
activity_flows,204.2.134.163,1,1,"[""2023-03-10 18:20:17"",""2023-03-10 18:20:17""]","{""src"": ""ip_activity""}"
activity_bytes,204.2.134.163,76,1,"[""2023-03-10 18:20:17"",""2023-03-10 18:20:17""]","{""src"": ""ip_activity""}"
activity_flows,5.1.56.123,32,1,"[""2023-03-10 18:23:19"",""2023-03-10 18:23:19""]","{""src"": ""ip_activity""}"
activity_bytes,5.1.56.123,9272,1,"[""2023-03-10 18:23:19"",""2023-03-10 18:23:19""]","{""src"": ""ip_activity""}"
activity_flows,10.100.56.157,38,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:25:59""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.56.157,6770,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:25:59""]","{""src"": ""ip_activity""}"
activity_flows,10.100.51.20,51,1,"[""2023-03-10 18:26:01"",""2023-03-10 18:26:01""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.51.20,17066,1,"[""2023-03-10 18:26:01"",""2023-03-10 18:26:01""]","{""src"": ""ip_activity""}"
activity_flows,20.50.201.195,1,1,"[""2023-03-10 18:20:14"",""2023-03-10 18:20:14""]","{""src"": ""ip_activity""}"
activity_bytes,20.50.201.195,5547,1,"[""2023-03-10 18:20:14"",""2023-03-10 18:20:14""]","{""src"": ""ip_activity""}"
activity_flows,10.100.54.99,105,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:09""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.54.99,16691267,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:09""]","{""src"": ""ip_activity""}"
activity_flows,10.100.54.100,61,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:09""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.54.100,2848,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:09""]","{""src"": ""ip_activity""}"
activity_flows,10.100.56.51,48,1,"[""2023-03-10 18:25:50"",""2023-03-10 18:25:50""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.56.51,22775,1,"[""2023-03-10 18:25:50"",""2023-03-10 18:25:50""]","{""src"": ""ip_activity""}"
activity_flows,10.100.34.242,80,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.34.242,43735360,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.55.21,16,1,"[""2023-03-10 18:25:58"",""2023-03-10 18:25:58""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.55.21,976,1,"[""2023-03-10 18:25:58"",""2023-03-10 18:25:58""]","{""src"": ""ip_activity""}"
activity_flows,78.108.96.197,5,1,"[""2023-03-10 18:22:57"",""2023-03-10 18:22:57""]","{""src"": ""ip_activity""}"
activity_bytes,78.108.96.197,380,1,"[""2023-03-10 18:22:57"",""2023-03-10 18:22:57""]","{""src"": ""ip_activity""}"
activity_flows,10.100.56.50,27,1,"[""2023-03-10 18:25:47"",""2023-03-10 18:25:47""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.56.50,10615,1,"[""2023-03-10 18:25:47"",""2023-03-10 18:25:47""]","{""src"": ""ip_activity""}"
activity_flows,10.100.24.65,93,1,"[""2023-03-10 18:25:49"",""2023-03-10 18:25:49""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.24.65,20694,1,"[""2023-03-10 18:25:49"",""2023-03-10 18:25:49""]","{""src"": ""ip_activity""}"
activity_flows,10.100.24.58,10,1,"[""2023-03-10 18:25:24"",""2023-03-10 18:25:24""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.24.58,580,1,"[""2023-03-10 18:25:24"",""2023-03-10 18:25:24""]","{""src"": ""ip_activity""}"
activity_flows,10.100.64.21,89,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.64.21,1629123,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.16.30,58,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.16.30,482958,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.36.1,21,1,"[""2023-03-10 18:22:01"",""2023-03-10 18:22:01""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.36.1,125720,1,"[""2023-03-10 18:22:01"",""2023-03-10 18:22:01""]","{""src"": ""ip_activity""}"
activity_flows,162.159.200.1,46,1,"[""2023-03-10 18:26:05"",""2023-03-10 18:26:05""]","{""src"": ""ip_activity""}"
activity_bytes,162.159.200.1,13300,1,"[""2023-03-10 18:26:05"",""2023-03-10 18:26:05""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.12,69,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:25:59""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.12,206361,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:25:59""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.104,74,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:09""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.104,196136,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:09""]","{""src"": ""ip_activity""}"
activity_flows,77.48.28.248,75,1,"[""2023-03-10 18:25:11"",""2023-03-10 18:25:11""]","{""src"": ""ip_activity""}"
activity_bytes,77.48.28.248,21508,1,"[""2023-03-10 18:25:11"",""2023-03-10 18:25:11""]","{""src"": ""ip_activity""}"
activity_flows,10.100.46.22,43,1,"[""2023-03-10 18:26:03"",""2023-03-10 18:26:03""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.46.22,92016,1,"[""2023-03-10 18:26:03"",""2023-03-10 18:26:03""]","{""src"": ""ip_activity""}"
activity_flows,10.100.51.25,31,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:00""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.51.25,10721,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:00""]","{""src"": ""ip_activity""}"
activity_flows,10.100.28.78,12,1,"[""2023-03-10 18:25:47"",""2023-03-10 18:25:47""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.28.78,29412,1,"[""2023-03-10 18:25:47"",""2023-03-10 18:25:47""]","{""src"": ""ip_activity""}"
activity_flows,10.100.51.26,109,1,"[""2023-03-10 18:26:01"",""2023-03-10 18:26:01""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.51.26,36649,1,"[""2023-03-10 18:26:01"",""2023-03-10 18:26:01""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.100,74,1,"[""2023-03-10 18:26:08"",""2023-03-10 18:26:08""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.100,191004,1,"[""2023-03-10 18:26:08"",""2023-03-10 18:26:08""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.106,80,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.106,250378,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,192.168.111.19,73,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.111.19,194202,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,192.168.111.19,82,1,"[""2023-03-10 18:26:04"",""2023-03-10 18:26:04""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.111.19,509009,1,"[""2023-03-10 18:26:04"",""2023-03-10 18:26:04""]","{""src"": ""ip_activity""}"
activity_flows,10.10.9.5,6,1,"[""2023-03-10 18:22:32"",""2023-03-10 18:22:32""]","{""src"": ""ip_activity""}"
activity_bytes,10.10.9.5,23180,1,"[""2023-03-10 18:22:32"",""2023-03-10 18:22:32""]","{""src"": ""ip_activity""}"
activity_flows,10.100.24.69,27,1,"[""2023-03-10 18:25:47"",""2023-03-10 18:25:47""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.24.69,5824628,1,"[""2023-03-10 18:25:47"",""2023-03-10 18:25:47""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.102,72,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.102,229640,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.38.1,12,1,"[""2023-03-10 18:25:53"",""2023-03-10 18:25:53""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.38.1,420,1,"[""2023-03-10 18:25:53"",""2023-03-10 18:25:53""]","{""src"": ""ip_activity""}"
activity_flows,10.100.38.242,74,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:09""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.38.242,32948346,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:09""]","{""src"": ""ip_activity""}"
activity_flows,10.100.28.79,6,1,"[""2023-03-10 18:23:53"",""2023-03-10 18:23:53""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.28.79,924,1,"[""2023-03-10 18:23:53"",""2023-03-10 18:23:53""]","{""src"": ""ip_activity""}"
activity_flows,10.100.28.40,3,1,"[""2023-03-10 18:23:44"",""2023-03-10 18:23:44""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.28.40,65293,1,"[""2023-03-10 18:23:44"",""2023-03-10 18:23:44""]","{""src"": ""ip_activity""}"
activity_flows,10.100.40.22,90,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.40.22,2154028,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.58.58,46,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.58.58,311149,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,192.168.111.19,73,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.111.19,193997,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,192.168.111.19,75,1,"[""2023-03-10 18:26:13"",""2023-03-10 18:26:13""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.111.19,205837,1,"[""2023-03-10 18:26:13"",""2023-03-10 18:26:13""]","{""src"": ""ip_activity""}"
activity_flows,10.100.32.143,23,1,"[""2023-03-10 09:17:23"",""2023-03-10 09:17:23""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.32.143,1406,1,"[""2023-03-10 09:17:23"",""2023-03-10 09:17:23""]","{""src"": ""ip_activity""}"
activity_flows,10.100.50.144,546,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.50.144,964252,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,192.168.3.254,127,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.3.254,29282,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.253,23,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.253,43232,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.28.41,126,1,"[""2023-03-10 18:26:29"",""2023-03-10 18:26:29""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.28.41,2155697,1,"[""2023-03-10 18:26:29"",""2023-03-10 18:26:29""]","{""src"": ""ip_activity""}"
activity_flows,10.100.2.9,356,1,"[""2023-03-10 18:26:29"",""2023-03-10 18:26:29""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.2.9,51595,1,"[""2023-03-10 18:26:29"",""2023-03-10 18:26:29""]","{""src"": ""ip_activity""}"
activity_flows,162.159.200.123,92,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,162.159.200.123,25916,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.56.30,24,1,"[""2023-03-10 18:25:55"",""2023-03-10 18:25:55""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.56.30,5628,1,"[""2023-03-10 18:25:55"",""2023-03-10 18:25:55""]","{""src"": ""ip_activity""}"
activity_flows,10.100.16.22,165,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.16.22,27747,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,10.100.16.21,288,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.16.21,30039,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,10.100.32.26,60,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.32.26,196243,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,10.100.40.21,71,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.40.21,18254,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.32.28,79,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.32.28,35708,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,10.100.40.24,182,1,"[""2023-03-10 18:26:11"",""2023-03-10 18:26:11""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.40.24,103612,1,"[""2023-03-10 18:26:11"",""2023-03-10 18:26:11""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.120,82,1,"[""2023-03-10 18:26:04"",""2023-03-10 18:26:04""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.120,696556,1,"[""2023-03-10 18:26:04"",""2023-03-10 18:26:04""]","{""src"": ""ip_activity""}"
activity_flows,10.100.7.26,21,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.7.26,28939,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,10.100.7.30,23,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,10.100.7.30,143303,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.117,86,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.117,590280,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.99,73,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.99,199016,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.105,74,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.105,193913,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,192.168.3.70,838,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.3.70,2286672,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_flows,192.168.55.119,86,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
activity_bytes,192.168.55.119,803180,1,"[""2023-03-10 18:26:10"",""2023-03-10 18:26:10""]","{""src"": ""ip_activity""}"
tls_os_version,192.168.111.19,"{WinNT,""Windows 10 Enterprise"",10.0.17134}",0.89,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ja3cury""}"
in_flow_tags,10.100.45.50,WEB:https,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""flow_classifier""}"
tls_processes,192.168.111.19,ovftool,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""ja3cury""}"
open_ports,fe80::65d8:7bac:b3fb:6446,{546},1,"[""2023-03-10 18:25:57"",""2023-03-10 18:25:57""]","{""src"": ""service_labels""}"
open_ports,ff02::1:2,{547},1,"[""2023-03-10 18:25:57"",""2023-03-10 18:26:18""]","{""src"": ""service_labels""}"
open_ports,20.31.196.184,{443},1,"[""2023-03-10 18:25:59"",""2023-03-10 18:25:59""]","{""src"": ""service_labels""}"
open_ports,10.100.58.58,{443},1,"[""2023-03-10 18:25:57"",""2023-03-10 18:26:10""]","{""src"": ""service_labels""}"
open_ports,10.100.32.28,{2210},1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:20""]","{""src"": ""service_labels""}"
open_ports,34.36.213.229,{443},1,"[""2023-03-10 18:25:55"",""2023-03-10 18:25:55""]","{""src"": ""service_labels""}"
open_ports,34.149.155.70,{443},1,"[""2023-03-10 18:25:55"",""2023-03-10 18:25:55""]","{""src"": ""service_labels""}"
open_ports,192.168.55.104,{9080},1,"[""2023-03-10 18:25:59"",""2023-03-10 18:26:19""]","{""src"": ""service_labels""}"
open_ports,192.168.111.19,{9080},1,"[""2023-03-10 18:25:54"",""2023-03-10 18:26:14""]","{""src"": ""service_labels""}"
open_ports,192.168.111.19,{9080},1,"[""2023-03-10 18:25:55"",""2023-03-10 18:26:15""]","{""src"": ""service_labels""}"
open_ports,192.168.55.117,"{9080,443}",1,"[""2023-03-10 18:25:55"",""2023-03-10 18:26:10""]","{""src"": ""service_labels""}"
open_ports,192.168.55.119,"{9080,443}",1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:10""]","{""src"": ""service_labels""}"
open_ports,192.168.55.105,{9080},1,"[""2023-03-10 18:25:57"",""2023-03-10 18:26:17""]","{""src"": ""service_labels""}"
open_ports,10.100.32.141,{1234},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.32.31,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.28.41,{443},1,"[""2023-03-10 18:26:01"",""2023-03-10 18:26:01""]","{""src"": ""service_labels""}"
open_ports,10.100.33.140,{7887},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.32.29,{12345},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.32.144,{12345},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.30.111,{1234},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.50.144,{443},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:19""]","{""src"": ""service_labels""}"
open_ports,192.168.55.100,{9080},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:12""]","{""src"": ""service_labels""}"
open_ports,52.1.34.202,{80},1,"[""2023-03-10 18:25:57"",""2023-03-10 18:25:57""]","{""src"": ""service_labels""}"
open_ports,10.100.32.149,{2222},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.33.29,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.40.24,{2210},1,"[""2023-03-10 18:26:03"",""2023-03-10 18:26:13""]","{""src"": ""service_labels""}"
open_ports,10.100.32.22,{514},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.33.138,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.33.26,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,fe80::250:56ff:febf:3337,{546},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.36.23,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,192.168.111.19,{9080},1,"[""2023-03-10 18:26:04"",""2023-03-10 18:26:14""]","{""src"": ""service_labels""}"
open_ports,192.168.55.106,"{9080,443}",1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:16""]","{""src"": ""service_labels""}"
open_ports,10.100.32.27,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,fe80::ee01:183a:37a2:ba74,{546},1,"[""2023-03-10 18:25:59"",""2023-03-10 18:25:59""]","{""src"": ""service_labels""}"
open_ports,10.100.64.21,"{9080,443}",1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:11""]","{""src"": ""service_labels""}"
open_ports,192.168.55.102,{9080},1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:16""]","{""src"": ""service_labels""}"
open_ports,162.159.200.123,{123},1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:15""]","{""src"": ""service_labels""}"
open_ports,81.25.28.124,{123},1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:14""]","{""src"": ""service_labels""}"
open_ports,10.100.51.26,{2210},1,"[""2023-03-10 18:26:01"",""2023-03-10 18:26:10""]","{""src"": ""service_labels""}"
open_ports,10.100.33.23,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.32.21,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.33.136,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.33.139,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.33.21,{667},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.40.21,{2210},1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:11""]","{""src"": ""service_labels""}"
open_ports,192.168.55.99,{9080},1,"[""2023-03-10 18:26:04"",""2023-03-10 18:26:14""]","{""src"": ""service_labels""}"
open_ports,10.100.30.112,{5555},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,192.168.55.120,"{9080,443}",1,"[""2023-03-10 18:26:04"",""2023-03-10 18:26:14""]","{""src"": ""service_labels""}"
open_ports,192.168.3.70,{443},1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""service_labels""}"
open_ports,10.100.33.25,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.32.151,{2222},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.32.30,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,10.100.33.22,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,fe80::188a:c432:b369:d331,{546},1,"[""2023-03-10 18:26:03"",""2023-03-10 18:26:03""]","{""src"": ""service_labels""}"
open_ports,10.100.40.22,{2210},1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""service_labels""}"
open_ports,10.100.32.26,"{2210,666}",1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:13""]","{""src"": ""service_labels""}"
open_ports,10.100.32.129,{666},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:02""]","{""src"": ""service_labels""}"
open_ports,192.168.111.19,{9080},1,"[""2023-03-10 18:26:02"",""2023-03-10 18:26:12""]","{""src"": ""service_labels""}"
open_ports,162.159.200.1,{123},1,"[""2023-03-10 18:26:05"",""2023-03-10 18:26:16""]","{""src"": ""service_labels""}"
open_ports,10.100.7.26,{389},1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""service_labels""}"
open_ports,78.108.102.237,{123},1,"[""2023-03-10 18:26:05"",""2023-03-10 18:26:16""]","{""src"": ""service_labels""}"
